timestamp_ist,event_type,mode,transaction_type,tradingsymbol,qty,source,side,reason,order_id,status,exchange,product,variety,market_protection,expiry,expiry_preference,workflow_mode,spot,vix,portfolio_delta,mtm_total,notes
2026-05-08T15:15:03.677151,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.428,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24179.7,16.81,-1.4278723637264656,16886.999870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:04.535198,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.428,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24179.25,16.81,-1.4278723637264656,16886.999870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:05.614174,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.469,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24179.25,16.82,-1.4694781535130244,15668.249869999998,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:06.561999,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.469,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24179.25,16.82,-1.4694781535130244,15668.249869999998,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:06.805077,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.469,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24179.95,16.82,-1.4694781535130244,15668.249869999998,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:07.248870,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.461,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24179.95,16.82,-1.4610775045550004,15668.249869999998,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:07.750298,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.461,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24179.95,16.82,-1.4610775045550004,15668.249869999998,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:08.050332,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.461,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24179.95,16.82,-1.4610775045550004,15668.249869999998,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:08.390489,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.461,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24180.15,16.82,-1.4610775045550004,15668.249869999998,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:08.735087,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.461,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24180.15,16.82,-1.4610775045550004,15668.249869999998,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:09.024239,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.461,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24179.9,16.82,-1.4610775045550004,15668.249869999998,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:09.455879,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.475,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24179.9,16.82,-1.4747281788387885,15668.249869999998,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:09.670162,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.475,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24179.9,16.82,-1.4747281788387885,15668.249869999998,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:09.917445,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.599,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24179.9,16.82,-1.599291722186726,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:10.433180,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.599,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24179.9,16.82,-1.599291722186726,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:10.665080,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.599,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24180.2,16.82,-1.599291722186726,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:10.919598,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.599,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24180.2,16.82,-1.599291722186726,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:11.128954,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.599,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24180.2,16.82,-1.599291722186726,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:11.353023,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.599,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24180.95,16.82,-1.599291722186726,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:11.571262,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.599,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24180.95,16.82,-1.599291722186726,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:11.843902,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.599,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24180.95,16.82,-1.599291722186726,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:12.068203,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.599,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24180.5,16.82,-1.599291722186726,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:12.261058,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.599,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24180.5,16.82,-1.599291722186726,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:12.480566,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.599,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24180.5,16.83,-1.599291722186726,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:12.767804,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.599,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24181.3,16.83,-1.599291722186726,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:13.141707,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.599,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24181.3,16.83,-1.599291722186726,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:13.328356,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.599,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24181.3,16.83,-1.599291722186726,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:13.513434,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.599,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24181.3,16.83,-1.599291722186726,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:13.900076,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.599,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24181.65,16.83,-1.599291722186726,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:14.145803,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.599,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24181.65,16.82,-1.599291722186726,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:14.330325,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.628,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24181.65,16.82,-1.6276755043777529,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:14.506668,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.628,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24182.5,16.82,-1.6276755043777529,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:14.740017,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.628,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24182.5,16.82,-1.6276755043777529,16064.749870000003,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:14.954347,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.675,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24182.5,16.82,-1.6748012370083623,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:15.295002,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.675,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24181.55,16.82,-1.6748012370083623,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:15.499465,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.675,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24181.55,16.82,-1.6748012370083623,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:15.694969,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.675,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24181.55,16.82,-1.6748012370083623,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:15.935905,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.675,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24181.55,16.82,-1.6748012370083623,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:16.121935,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.699,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24181.55,16.82,-1.6989980578129111,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:16.380848,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.699,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24183.05,16.82,-1.6989980578129111,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:16.546226,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.699,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24183.05,16.82,-1.6989980578129111,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:16.789670,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.699,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24183.05,16.82,-1.6989980578129111,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:17.131424,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.724,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24183.05,16.82,-1.724307794889048,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:17.386157,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.724,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24182.25,16.82,-1.724307794889048,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:17.682280,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.724,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24182.25,16.82,-1.724307794889048,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:17.928322,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.724,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24184.0,16.82,-1.724307794889048,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:18.128110,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.724,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24184.0,16.82,-1.724307794889048,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:18.347178,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.724,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24184.0,16.82,-1.724307794889048,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:18.602001,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.724,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24182.7,16.82,-1.724307794889048,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:18.821512,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.725,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24182.7,16.82,-1.725364893478353,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:19.079801,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.725,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24182.7,16.82,-1.725364893478353,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:19.295733,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.725,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24182.7,16.83,-1.725364893478353,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:19.466459,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.725,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24183.9,16.83,-1.725364893478353,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:19.736049,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.725,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24183.9,16.83,-1.725364893478353,16532.74987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:20.035041,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.777,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24183.9,16.83,-1.7774322604263055,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:20.265241,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.799,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24183.9,16.83,-1.7985520946113691,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:20.540191,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.799,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24184.15,16.83,-1.7985520946113691,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:20.754835,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.799,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24183.7,16.83,-1.7985520946113691,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:20.995820,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.799,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24183.7,16.83,-1.7985520946113691,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:21.203606,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.778,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24183.7,16.83,-1.7784815837536478,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:21.412989,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.778,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24183.7,16.83,-1.7784815837536478,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:21.641294,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.778,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24184.0,16.83,-1.7784815837536478,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:21.944880,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.778,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24184.0,16.82,-1.7784815837536478,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:22.316632,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.778,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24184.0,16.82,-1.7784815837536478,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:22.637980,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.778,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24183.8,16.82,-1.7784815837536478,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:22.848504,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.778,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24183.8,16.82,-1.7784815837536478,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:23.019129,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.778,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24183.8,16.82,-1.7784815837536478,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:23.242136,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.778,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24184.45,16.82,-1.7784815837536478,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:23.466662,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.805,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24184.45,16.82,-1.8048963710720787,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:23.678582,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.805,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24184.45,16.82,-1.8048963710720787,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:23.849087,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.805,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24184.45,16.81,-1.8048963710720787,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:24.068348,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.805,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24185.7,16.81,-1.8048963710720787,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:24.282597,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.823,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24185.7,16.81,-1.8228955353952685,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:24.468546,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.823,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24185.7,16.81,-1.8228955353952685,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:24.744432,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.823,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24185.7,16.81,-1.8228955353952685,16812.24987,Invalid tags: max allowed tag length is 20
2026-05-08T15:15:24.919940,broker_order_error,LIVE,SELL,NIFTY2651224000PE,325,power_hour_rebalance,PE,power_hour_sell_pe_delta=-1.823,,error,NFO,NRML,regular,-1,2026-05-12,current,weekly,24185.45,16.81,-1.8228955353952685,16812.24987,Invalid tags: max allowed tag length is 20
